name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand
HYUNDAI VERNA 1.4 EX,2011,500000,31000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI WAGON R LXI BS IV,2011,250000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT DZIRE VDI,2018,700000,38217,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
FORD FIGO PETROL ZXI,2011,185000,50000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,FORD
MARUTI RITZ VDI,2011,200000,120000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MAHINDRA BOLERO DI,2004,315000,110000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MAHINDRA
TATA HARRIER XZ BSIV,2019,1700000,10000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MAHINDRA KUV 100 MFALCON G80 K8 5STR,2016,370000,60000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
HYUNDAI I10 SPORTZ,2011,250000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI IGNIS 1.2 DELTA BSIV,2019,500000,15000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
TOYOTA COROLLA ALTIS 1.8 J,2008,400000,35000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,TOYOTA
TATA MANZA CLUB CLASS QUADRAJET90 LS,2014,200000,100000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MARUTI SWIFT DZIRE VDI,2016,284000,40000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI WAGON R VXI MINOR,2007,80000,60000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
CHEVROLET BEAT PS,2014,170000,77000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
HYUNDAI ACCENT EXECUTIVE,2011,150000,60000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
TATA MANZA AURA (ABS) SAFIRE BS IV,2010,110000,77073,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
FORD FIGO ASPIRE 1.5 TDCI TITANIUM,2016,400000,70000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,FORD
HYUNDAI I10 MAGNA LPG,2013,275000,90000,LPG,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
TOYOTA INNOVA 2.5 G (DIESEL) 7 SEATER,2013,800000,186000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,TOYOTA
MAHINDRA SCORPIO M2DI,2014,550000,90000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI ALTO LX BSIII,2007,125000,100000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
CHEVROLET BEAT LT,2010,135000,80000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,CHEVROLET
MAHINDRA SCORPIO LX BSIV,2012,349000,150000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI SWIFT VDI BSIV,2014,458000,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ALTO K10 VXI,2018,300000,35000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ALTO LXI,2008,95000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI S-CROSS ZETA DDIS 200 SH,2018,850000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
FORD FREESTYLE TITANIUM DIESEL,2019,750000,25000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,FORD
FORD FIGO DIESEL CELEBRATION EDITION,2013,190000,120000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,FORD
MARUTI WAGON R LXI MINOR,2009,150000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI ACCENT GLE,2009,114999,106000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
TOYOTA INNOVA 2.0 VX 7 SEATER,2010,320000,120000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,TOYOTA
MARUTI ALTO 800 CNG LXI OPTIONAL,2019,300000,120000,CNG,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI RITZ LXI,2016,275000,160000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
CHEVROLET AVEO 1.6 LT WITH ABS,2010,140000,120000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,CHEVROLET
TATA ALTROZ XZ,2020,830000,10000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
VOLKSWAGEN POLO SR PETROL 1.2L,2013,380000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,VOLKSWAGEN
HYUNDAI I10 MAGNA 1.2,2010,150000,90000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
CHEVROLET SPARK 1.0 LS,2008,50000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
MAHINDRA BOLERO SLX,2008,155000,100000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
SKODA SUPERB 1.8 TFSI MT,2010,300000,80000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,SKODA
MARUTI ALTO 800 LXI,2018,300000,16584,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
TATA TIAGO 2019-2020 XE DIESEL,2016,385000,38000,DIESEL,DEALER,MANUAL,FIRST OWNER,TATA
MARUTI WAGON R LXI,2010,221000,51000,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
TATA TIAGO 1.05 REVOTORQ XE,2016,381000,38000,DIESEL,DEALER,MANUAL,FIRST OWNER,TATA
MARUTI ALTO 800 LXI,2015,250999,35000,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
HYUNDAI SANTRO LS ZIPPLUS,2002,60000,120000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
TATA TIAGO 1.05 REVOTORQ XE,2016,380000,38000,DIESEL,DEALER,MANUAL,FIRST OWNER,TATA
SKODA LAURA L N K 1.9 PD,2008,180000,144000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,SKODA
MARUTI CIAZ ZDI PLUS,2017,751000,64000,DIESEL,DEALER,MANUAL,FIRST OWNER,MARUTI
MAHINDRA XUV500 AT W10 FWD,2015,1250000,60000,DIESEL,DEALER,AUTOMATIC,FIRST OWNER,MAHINDRA
HYUNDAI EON 1.0 ERA PLUS,2014,229999,65000,PETROL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
TATA SAFARI STORME EX,2019,1250000,24000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MAHINDRA SCORPIO VLX 2WD BSIV,2014,782000,58000,DIESEL,DEALER,MANUAL,SECOND OWNER,MAHINDRA
MAHINDRA SCORPIO VLX 2.2 MHAWK AIRBAG BSIV,2014,780000,58000,DIESEL,DEALER,MANUAL,SECOND OWNER,MAHINDRA
MARUTI ALTO 800 LXI,2016,245000,68000,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
HYUNDAI I20 1.4 CRDI SPORTZ,2011,321000,81257,DIESEL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI GRAND I10 1.2 CRDI SPORTZ OPTION,2017,509999,44000,DIESEL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
TATA NANO CX SE,2015,110000,45000,PETROL,DEALER,MANUAL,FIRST OWNER,TATA
VOLKSWAGEN POLO DIESEL HIGHLINE 1.2L,2013,400000,75000,DIESEL,DEALER,MANUAL,FIRST OWNER,VOLKSWAGEN
MARUTI SWIFT VXI,2013,370000,90000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI VERNA CRDI ABS,2007,175000,80000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MERCEDES-BENZ E-CLASS 230,1998,1000000,35000,PETROL,INDIVIDUAL,AUTOMATIC,SECOND OWNER,MERCEDES-BENZ
MARUTI ALTO 800 LXI,2013,92800,25000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TATA XENON XT EX 4X2,2014,291000,90000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
HYUNDAI VERNA 1.6 SX CRDI (O),2013,335000,110000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
MARUTI OMNI 8 SEATER BSIV,2013,170000,35000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ALTO 800 LXI,2019,295000,10000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
RENAULT KWID RXL,2019,375000,10000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
HYUNDAI EON ERA PLUS,2012,215000,70000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
FORD FIESTA 1.4 ZXI TDCI ABS,2009,150000,110000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,FORD
MARUTI ALTO LXI,2003,60000,5000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TATA NEW SAFARI DICOR EX 4X2 BS IV,2012,280000,110000,DIESEL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,TATA
TOYOTA ETIOS VD,2016,450000,50000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TOYOTA
MAHINDRA XUV500 W7,2018,1150000,58000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI BALENO DELTA 1.3,2018,650000,15000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
TATA ZEST REVOTRON 1.2T XE,2015,300000,60000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
TATA NANO TWIST XT,2015,73000,57000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MARUTI SWIFT VDI BSIV,2015,400000,87000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
RENAULT KWID 1.0 RXT OPTIONAL,2017,300000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
MARUTI WAGON R AX,2012,300000,30000,PETROL,INDIVIDUAL,AUTOMATIC,SECOND OWNER,MARUTI
MARUTI SWIFT DZIRE VDI,2012,450000,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI SANTRO XING GLS,2009,200000,100000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MARUTI SWIFT VXI,2019,580000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI GRAND I10 1.2 KAPPA ASTA,2017,550000,3917,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MAHINDRA SCORPIO SLX 2.6 TURBO 8 STR,2007,190000,160000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
TATA TIAGO 1.05 REVOTORQ XT OPTION,2017,450000,35000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
CHEVROLET SPARK 1.0 LS,2014,220000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
MARUTI SX4 ZXI MT BSIV,2012,310000,69069,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
HYUNDAI ELITE I20 SPORTZ PLUS BSIV,2019,650000,13500,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI WAGON R STINGRAY VXI,2014,300000,59059,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
HYUNDAI ACCENT EXECUTIVE,2013,200000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HONDA BRIO S MT,2012,285000,39039,PETROL,DEALER,MANUAL,FIRST OWNER,HONDA
HONDA BRIO EXCLUSIVE EDITION,2014,335000,33033,PETROL,DEALER,MANUAL,FIRST OWNER,HONDA
HYUNDAI VERNA TRANSFORM SX VTVT,2011,370000,55168,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
HYUNDAI I20 1.2 SPORTZ,2013,375000,41041,PETROL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI I10 MAGNA,2009,235000,67067,PETROL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI I10 SPORTZ 1.2 AT,2013,345000,66066,PETROL,DEALER,AUTOMATIC,FIRST OWNER,HYUNDAI
MAHINDRA QUANTO C8,2013,365000,82082,DIESEL,DEALER,MANUAL,FIRST OWNER,MAHINDRA
HYUNDAI GRAND I10 SPORTZ,2014,400000,48000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI EON D LITE PLUS,2015,250000,30000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI VERNA SX CRDI AT,2012,465000,70070,DIESEL,DEALER,AUTOMATIC,FIRST OWNER,HYUNDAI
RENAULT KWID RXT,2017,300000,10000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
MARUTI SWIFT DZIRE ZXI 1.2 BS IV,2018,655000,25000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI WAGON R LXI CNG,2016,350000,30000,CNG,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI I10 SPORTZ 1.2 AT,2015,500000,50000,PETROL,DEALER,AUTOMATIC,FIRST OWNER,HYUNDAI
HYUNDAI GRAND I10 AT ASTA,2015,465000,63063,PETROL,DEALER,AUTOMATIC,FIRST OWNER,HYUNDAI
MARUTI SWIFT VDI BSIII W/ ABS,2008,263000,70000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI OMNI MPI STD BSIV,2012,250000,90000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI ACCENT GLE 1,1999,60000,90000,PETROL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,HYUNDAI
HYUNDAI GETZ GLX,2005,70000,90000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
HONDA WR-V I-DTEC VX,2017,650000,140000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
HYUNDAI I20 ASTA 1.4 CRDI,2014,370000,80000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MARUTI SWIFT VDI OPTIONAL,2016,509999,40000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ZEN ESTILO VXI BSIV,2011,280000,33000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI A-STAR VXI,2010,180000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
FORD ECOSPORT 1.5 PETROL AMBIENTE,2017,650000,6000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,FORD
HYUNDAI VERNA SX DIESEL,2010,200000,78000,DIESEL,DEALER,MANUAL,SECOND OWNER,HYUNDAI
HYUNDAI VERNA SX DIESEL,2011,210000,72000,DIESEL,DEALER,MANUAL,THIRD OWNER,HYUNDAI
TATA NANO CX BSIV,2011,75000,9528,PETROL,DEALER,MANUAL,FIRST OWNER,TATA
TOYOTA INNOVA 2.5 G (DIESEL) 8 SEATER,2011,450000,135200,DIESEL,DEALER,MANUAL,FIRST OWNER,TOYOTA
HYUNDAI I20 1.2 SPORTZ,2011,220000,58000,PETROL,DEALER,MANUAL,SECOND OWNER,HYUNDAI
HYUNDAI I20 MAGNA 1.4 CRDI (DIESEL),2013,325000,78000,DIESEL,DEALER,MANUAL,SECOND OWNER,HYUNDAI
TATA ZEST REVOTRON 1.2T XE,2018,450000,45000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
FORD ECOSPORT 1.5 DIESEL TITANIUM PLUS BSIV,2017,825000,35000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,FORD
HYUNDAI ACCENT GLS,2007,125000,76000,PETROL,DEALER,MANUAL,THIRD OWNER,HYUNDAI
MAHINDRA XYLO D2 BS IV,2015,434999,100000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MAHINDRA
MAHINDRA SCORPIO SLE BSIV,2011,484999,99000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
MARUTI RITZ VDI,2009,175000,80000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
HONDA CIVIC 1.8 S MT,2006,220000,120000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,HONDA
HONDA BR-V I-VTEC VX MT,2020,1250000,1100,PETROL,DEALER,MANUAL,FIRST OWNER,HONDA
MARUTI OMNI E MPI STD BS IV,2017,215000,34000,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
MAHINDRA XUV500 W6 2WD,2014,625000,68000,DIESEL,DEALER,MANUAL,FIRST OWNER,MAHINDRA
FORD ECOSPORT 1.5 DIESEL TITANIUM BSIV,2018,615000,15000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,FORD
CHEVROLET BEAT DIESEL PS,2012,130000,58000,DIESEL,DEALER,MANUAL,FIRST OWNER,CHEVROLET
TATA INDIGO CS ELX BS IV,2013,175000,50300,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
TATA INDIGO CR4,2011,150000,70000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
TATA INDICA VISTA TDI LS,2011,195000,60000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,TATA
MARUTI ERTIGA 1.5 VDI,2020,550000,90000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
ISUZU D-MAX V-CROSS STANDARD,2018,1500000,40000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,ISUZU
SKODA SUPERB 1.8 TFSI MT,2010,400000,80000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,SKODA
NISSAN KICKS XV PREMIUM D BSIV,2019,1350000,15000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,NISSAN
MARUTI SWIFT 1.2 DLX,2015,217000,45000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT VDI BSIV,2011,290000,130000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MAHINDRA BOLERO POWER PLUS SLX,2018,700000,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI ALTO 800 BASE,2014,175000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
VOLKSWAGEN AMEO 1.5 TDI HIGHLINE 16 ALLOY,2017,575000,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,VOLKSWAGEN
MARUTI RITZ LDI,2016,380000,100000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MAHINDRA XYLO D4 BSIV,2013,350000,151624,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
RENAULT DUSTER 85PS DIESEL RXL OPTIONAL,2012,450000,160000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
HYUNDAI SANTRO AT CNG,2005,130000,110000,CNG,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MARUTI SWIFT VDI BSIV,2015,320000,74820,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MAHINDRA XUV500 W6 2WD,2014,550000,82000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI WAGON R VXI BS IV,2015,370000,50000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
CHEVROLET BEAT LT,2010,114999,70000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,CHEVROLET
FORD ECOSPORT SPORTS PETROL,2020,1100000,1000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,FORD
HYUNDAI TUCSON CRDI,2006,170000,170000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
TATA INDIGO TDI,2008,80000,150000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,TATA
FORD ECOSPORT 1.5 DIESEL TITANIUM BSIV,2019,950000,17000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,FORD
MARUTI SWIFT DZIRE VDI,2014,425000,150000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI I20 ASTA OPTION 1.4 CRDI,2015,500000,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI SANTRO XING XG ERLX EURO III,2005,70000,170000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
HONDA AMAZE S I-DTECH,2013,349000,120000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
HYUNDAI I20 1.2 SPORTZ,2012,330000,90000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
HYUNDAI SANTRO XING GLS,2010,120000,90000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
HYUNDAI VERNA 1.6 SX CRDI (O),2013,430000,100000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MARUTI SWIFT VDI BSIV,2014,390000,90000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
NISSAN MICRA DIESEL XV PRIMO,2012,225000,129000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,NISSAN
MAHINDRA SCORPIO VLS AT 2.2 MHAWK,2010,350000,186000,DIESEL,INDIVIDUAL,AUTOMATIC,SECOND OWNER,MAHINDRA
TATA SUMO LX,2009,100000,66778,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
HYUNDAI EON ERA PLUS,2014,190000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI I20 SPORTZ 1.4 CRDI,2014,315000,110000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
HYUNDAI GRAND I10 CRDI MAGNA,2015,300000,60000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
RENAULT KWID RXT,2016,280000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
TATA TIAGO 1.2 REVOTRON XZ,2018,539000,10000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MARUTI CELERIO ZXI,2017,420000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI OMNI E 8 STR STD,2001,85000,70000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
OPELCORSA 1.6GLS,2004,142000,73000,PETROL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,OPELCORSA
HYUNDAI EON D LITE,2014,180000,76000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
CHEVROLET TAVERA NEO 3 MAX 9 STR BSIII,2014,400000,120000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,CHEVROLET
MAHINDRA SCORPIO VLX 2WD ABS AT BSIII,2009,360000,170000,DIESEL,INDIVIDUAL,AUTOMATIC,THIRD OWNER,MAHINDRA
HYUNDAI SANTRO XING XG,2003,85000,110000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
HONDA BRIO 1.2 S MT,2016,350000,63400,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
DATSUN GO PLUS T BSIV,2015,380000,25000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,DATSUN
HYUNDAI I10 ERA,2009,140000,80000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
MARUTI WAGON R VXI BS IV,2012,200000,90000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI SANTRO XING GL,2011,150000,157000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MAHINDRA BOLERO SLX 2WD,2007,300000,100000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
RENAULT KWID RXT,2017,280000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
MARUTI ALTO K10 2010-2014 VXI,2011,200000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
CHEVROLET AVEO U-VA 1.2 LT WO ABS AIRBAG,2009,110000,38500,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,CHEVROLET
HYUNDAI I10 MAGNA,2008,140000,103921,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
HONDA CITY I-VTEC VX,2018,1150000,14825,PETROL,DEALER,MANUAL,FIRST OWNER,HONDA
HONDA BR-V I-DTEC VX MT,2016,910000,43377,DIESEL,DEALER,MANUAL,FIRST OWNER,HONDA
FORD FIGO DIESEL TITANIUM,2010,160000,102307,DIESEL,DEALER,MANUAL,FIRST OWNER,FORD
MARUTI ZEN LX,2004,105000,79000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI WAGON R LXI,2004,70000,90000,PETROL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,MARUTI
CHEVROLET BEAT DIESEL,2012,160000,110000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
CHEVROLET SAIL HATCHBACK LT ABS,2013,225000,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
HONDA CITY 1.3 EXI,2002,145000,100000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
FORD ECOSPORT 1.5 DIESEL TITANIUM PLUS BSIV,2018,930000,20000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,FORD
HYUNDAI GETZ 1.5 CRDI GVS,2008,110000,154000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
RENAULT LODGY STEPWAY 85PS RXZ 8S,2017,650000,40000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
MARUTI SWIFT VXI,2019,550000,51000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ALTO LX BSIII,2008,85000,120000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TOYOTA ETIOS 1.5 V,2016,509999,35000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TOYOTA
MARUTI BALENO ALPHA 1.3,2017,650000,70000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
CHEVROLET SPARK 1.0 LS,2011,140000,60000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,CHEVROLET
MARUTI ALTO LXI,2011,150000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
DATSUN GO PLUS A OPTION PETROL,2018,450000,10000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,DATSUN
HYUNDAI ACCENT CRDI,2006,170000,245244,DIESEL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,HYUNDAI
RENAULT KWID 1.0 RXT OPTIONAL,2017,400000,60000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
